time_ms,acc,accR,gyro,gyroR,roll,pitch,yaw,pressure,dp_hpa,state,event
8957,9.07,5.73,112.13,3731.28,18.8,-54.3,-174.1,1009.43,-0.030,1,0
9002,9.54,5.23,209.77,3731.28,16.2,-59.0,-174.2,1009.29,-0.140,0,1
9048,9.99,5.16,166.20,3731.28,16.2,-61.2,-174.3,1009.41,0.120,0,0
9093,10.20,4.17,189.71,3496.93,16.1,-63.9,-174.3,1009.35,-0.060,0,0
9138,10.09,3.94,57.27,2243.59,16.2,-65.1,-174.2,1009.35,0.000,0,0
9183,10.02,3.94,65.21,1711.47,15.5,-67.3,-174.3,1009.33,-0.020,0,0
9229,9.78,3.94,26.06,859.15,14.7,-67.9,-174.3,1009.40,0.070,0,0
9274,9.75,2.98,58.87,499.60,13.9,-70.0,-174.4,1009.33,-0.070,0,0
9319,9.66,1.95,87.50,499.60,13.9,-69.6,-174.5,1009.23,-0.100,0,0
9363,9.71,1.13,90.60,183.71,13.7,-70.2,-174.4,1009.41,0.180,0,0
9408,9.77,0.66,85.81,183.71,13.3,-70.8,-174.1,1009.30,-0.110,0,0
9453,9.79,0.54,31.62,163.66,13.8,-70.0,-174.3,1009.41,0.110,0,0
9498,9.82,0.54,52.76,163.66,13.7,-70.0,-174.3,1009.32,-0.090,0,0
9543,9.79,0.43,95.38,69.32,13.7,-69.5,-174.4,1009.36,0.040,0,0
9588,9.79,0.36,32.53,69.32,13.8,-69.5,-174.4,1009.37,0.010,0,0
9633,9.74,0.16,76.17,69.32,13.4,-69.4,-174.3,1009.37,0.000,0,0
9677,9.83,0.17,26.79,68.59,13.5,-69.6,-174.3,1009.35,-0.020,0,0
9722,9.83,0.17,49.00,68.59,14.0,-69.2,-174.4,1009.30,-0.050,0,0
9766,9.96,0.25,299.01,272.22,17.6,-67.0,-174.2,1009.36,0.060,0,0
9812,9.82,0.22,649.76,622.97,19.4,-64.3,-174.2,1009.41,0.050,0,0
9857,9.76,0.22,1036.57,1009.78,19.0,-64.7,-174.0,1009.39,-0.020,0,0
9902,9.71,0.25,439.53,1009.78,17.9,-65.6,-174.0,1009.31,-0.080,0,0
9947,9.42,0.54,945.45,1009.78,13.0,-69.6,-174.2,1009.26,-0.050,0,0
9993,10.01,0.58,1316.83,1290.04,8.8,-75.6,-173.5,1009.35,0.090,0,0
10038,10.23,0.81,1807.52,1780.73,8.5,-76.1,-172.8,1009.30,-0.050,0,0
10083,10.82,1.39,2681.33,2654.54,9.1,-78.4,-171.6,1009.33,0.030,1,0
10128,11.26,1.84,3218.05,3169.05,12.1,-75.6,-170.2,1009.40,0.070,1,0
10174,11.32,1.90,4130.06,3831.05,13.4,-73.1,-168.6,1009.30,-0.100,1,0
10220,10.40,1.90,3100.54,3690.53,12.2,-74.2,-169.2,1009.35,0.050,1,0
10265,10.23,1.90,3334.56,3690.53,9.7,-72.6,-170.0,1009.32,-0.030,1,0
10311,9.62,1.90,3349.77,3690.53,15.1,-63.5,-170.6,1009.35,0.030,0,1
10356,9.26,2.06,3100.78,3184.61,13.7,-60.9,-169.4,1009.32,-0.030,0,0
10402,9.13,2.19,2456.93,2813.23,13.4,-63.7,-168.8,1009.35,0.030,0,0
10447,8.38,2.94,1405.89,2724.17,11.8,-60.0,-169.1,1009.32,-0.030,0,0
10493,8.94,2.94,1042.68,3087.38,-3.2,-63.1,-169.5,1009.41,0.090,0,0
10539,8.81,2.94,911.57,3218.49,-10.3,-63.3,-169.7,1009.26,-0.150,0,0
10584,9.72,2.94,1142.98,3218.49,-12.7,-54.4,-170.0,1009.33,0.070,0,0
10630,9.90,2.02,924.43,2438.20,-12.7,-56.4,-170.7,1009.32,-0.010,0,0
10675,9.70,1.85,586.64,2763.13,-11.5,-60.8,-170.9,1009.20,-0.120,0,0
10721,9.41,1.51,552.90,2796.87,-7.7,-62.4,-171.4,1009.35,0.150,0,0
10766,9.79,1.51,758.03,2547.89,-3.3,-65.6,-172.0,1009.32,-0.030,0,0
10811,10.09,1.70,734.60,1904.03,-4.2,-69.6,-172.4,1009.42,0.100,0,0
10856,9.99,1.70,1191.16,852.99,-1.0,-72.0,-172.8,1009.43,0.010,0,0
10901,10.33,1.52,601.90,638.27,-1.5,-73.3,-173.6,1009.32,-0.110,0,0
10946,10.29,1.52,1215.55,662.65,-2.2,-77.0,-173.4,1009.36,0.040,0,0
10992,10.19,0.91,940.19,662.65,2.8,-74.7,-173.2,1009.43,0.070,0,0
11037,10.04,0.91,3308.53,2755.64,1.4,-70.0,-175.4,1009.27,-0.160,1,0
11082,9.43,0.91,944.95,2755.64,0.8,-89.1,-175.7,1009.32,0.050,1,0
11127,9.54,0.91,745.74,2755.64,2.6,-87.4,-175.3,1009.45,0.130,1,0
11172,10.18,0.90,1401.10,2706.64,4.2,-85.3,-175.5,1009.35,-0.100,1,0
11218,10.30,0.90,2348.05,2706.64,5.8,-81.1,-176.1,1009.35,0.000,1,0
11262,9.93,0.90,1670.33,2706.64,5.5,-82.5,-176.2,1009.25,-0.100,0,1
11307,9.17,1.15,1047.47,2706.64,-1.8,-81.3,-176.3,1009.30,0.050,0,0
11353,8.85,1.45,542.86,2765.67,-12.8,-61.0,-176.6,1009.27,-0.030,0,0
11398,9.66,1.45,382.42,2926.12,-19.4,-52.4,-176.9,1009.29,0.020,0,0
11443,9.93,1.45,345.05,2963.48,-19.2,-50.8,-177.1,1009.19,-0.100,0,0
11489,9.93,1.45,372.93,2003.00,-16.5,-54.6,-177.2,1009.42,0.230,0,0
11534,9.97,1.45,418.19,2003.00,-13.2,-57.7,-177.3,1009.39,-0.030,0,0
11580,9.79,1.45,157.83,2190.22,-10.4,-58.9,-177.5,1009.33,-0.060,0,0
11625,9.78,1.45,413.42,2190.22,-8.9,-60.0,-177.7,1009.29,-0.040,0,0
11670,9.70,1.12,68.69,1601.64,-7.3,-58.6,-177.8,1009.33,0.040,0,0
11715,9.77,1.12,348.54,978.79,-5.9,-56.0,-177.5,1009.31,-0.020,0,0
11761,10.40,1.55,1271.62,1202.93,-4.8,-49.9,-177.3,1009.38,0.070,0,0
11806,10.65,0.99,2680.94,2612.25,-9.2,-29.4,-175.6,1009.32,-0.060,0,0
11851,10.55,0.95,5772.74,5704.05,-10.9,-4.0,-172.8,1009.32,0.000,0,0
11895,5.06,5.59,7296.83,7228.15,-14.8,28.3,-172.0,1009.09,-0.230,0,0
11941,4.19,6.46,4336.33,7228.15,-12.0,39.5,-170.8,1009.31,0.220,0,0
11986,10.96,6.76,1972.97,7228.15,1.3,12.1,-169.6,1009.35,0.040,0,0
12031,16.24,12.04,2174.66,7228.15,2.8,-1.9,-168.3,1009.44,0.090,0,0
12076,14.71,12.04,530.78,7228.15,1.2,-7.8,-168.0,1009.36,-0.080,0,0
12121,12.14,12.04,399.41,6948.29,-0.1,-3.3,-167.7,1009.32,-0.040,0,0
12166,10.78,12.04,134.97,7161.87,1.0,-5.1,-167.6,1009.38,0.060,0,0
12211,10.33,12.04,237.28,7161.87,1.6,-3.7,-167.6,1009.36,-0.020,0,0
12256,9.98,12.04,115.60,7181.23,1.9,-2.1,-167.6,1009.33,-0.030,0,0
12300,9.95,12.04,27.49,7269.34,2.0,-0.8,-167.3,1009.32,-0.010,0,0
12345,9.80,12.04,39.96,4308.84,0.9,-0.6,-167.5,1009.42,0.100,0,0
12389,9.67,6.56,37.23,2147.17,0.3,-0.8,-167.5,1009.32,-0.100,0,0
12433,9.67,6.56,23.30,2151.36,0.0,-1.0,-167.4,1009.29,-0.030,0,0
12476,9.68,5.04,38.48,507.48,0.5,-1.3,-167.3,1009.41,0.120,0,0
12520,9.66,2.48,23.00,376.41,0.4,-1.1,-167.3,1009.30,-0.110,0,0
12564,9.66,1.11,15.05,222.24,0.2,-0.8,-167.4,1009.29,-0.010,0,0
12608,9.67,0.66,12.44,224.84,0.2,-0.8,-167.2,1009.34,0.050,0,0
12652,9.66,0.32,12.27,103.33,0.2,-0.8,-167.3,1009.35,0.010,0,0
12696,9.66,0.29,34.09,27.69,0.1,-0.6,-167.4,1009.31,-0.040,0,0
12739,10.04,0.37,227.15,214.88,0.7,-1.2,-167.4,1009.28,-0.030,0,0
12784,10.59,0.93,1016.52,1004.25,0.7,-1.8,-168.1,1009.35,0.070,0,0
12828,11.19,1.53,1912.66,1900.39,-1.0,-3.5,-169.5,1009.41,0.060,0,0
12873,11.91,2.25,2469.28,2457.01,-0.8,-6.2,-171.0,1009.37,-0.040,0,0
12918,11.70,2.25,2236.73,2457.01,-3.3,-9.6,-171.2,1009.39,0.020,0,0
12963,11.24,2.25,2353.13,2457.01,-7.8,-17.4,-171.7,1009.32,-0.070,0,0
13008,10.08,2.25,2902.47,2890.20,-8.1,-24.5,-172.1,1009.43,0.110,0,0
13053,9.36,2.55,2522.44,2890.20,-14.2,-35.3,-172.5,1009.13,-0.300,0,0
13099,9.22,2.69,2358.89,2868.38,-17.8,-46.2,-173.5,1009.30,0.170,0,0
13145,8.25,3.66,2335.92,2675.32,-18.3,-56.5,-173.9,1009.32,0.020,0,0
13191,8.61,3.66,2054.09,1885.95,-19.9,-65.3,-174.9,1009.25,-0.070,1,0
13236,8.03,3.88,1820.60,1081.87,-18.7,-71.2,-176.0,1009.33,0.080,1,0
13282,7.91,4.00,1441.08,1461.39,-15.5,-67.8,-176.8,1009.27,-0.060,1,0
13327,8.28,3.79,917.49,1984.98,-12.4,-62.6,-177.2,1009.32,0.050,1,0
13373,8.66,3.33,581.21,2321.26,-11.7,-60.0,-177.4,1009.26,-0.060,1,0
13419,9.05,2.18,246.89,2655.58,-10.0,-59.9,-177.4,1009.28,0.020,0,1
13464,9.48,1.57,180.18,2342.26,-9.5,-61.4,-177.5,1009.28,0.000,0,0
13509,9.72,1.81,148.68,2210.21,-9.6,-60.5,-177.6,1009.39,0.110,0,0
13554,9.80,1.89,124.82,2211.10,-9.3,-59.1,-177.6,1009.31,-0.080,0,0
13599,9.98,2.07,185.22,1929.27,-10.3,-59.8,-177.8,1009.34,0.030,0,0
13644,9.92,2.07,93.37,1727.23,-10.0,-59.3,-177.5,1009.36,0.020,0,0
13689,9.94,2.07,146.75,1347.71,-10.3,-60.1,-177.7,1009.40,0.040,0,0
13735,9.81,1.70,145.55,824.12,-9.1,-60.0,-177.7,1009.31,-0.090,0,0
13780,9.62,1.32,130.61,487.84,-7.8,-59.6,-177.7,1009.39,0.080,0,0
13825,9.62,0.93,78.08,168.82,-6.6,-59.9,-177.7,1009.32,-0.070,0,0
13869,9.66,0.50,95.40,107.14,-5.8,-59.0,-177.9,1009.19,-0.130,0,0
13914,9.75,0.36,180.98,107.14,-5.8,-55.5,-177.8,1009.31,0.120,0,0
13959,9.94,0.36,1135.73,1057.65,-8.5,-45.5,-177.4,1009.29,-0.020,0,0
14004,9.22,0.76,2905.74,2827.66,-9.8,-22.1,-176.4,1009.32,0.030,0,0
14049,8.09,1.85,6085.13,6007.06,-3.9,3.5,-173.9,1009.23,-0.090,0,0
14094,3.54,6.41,7156.67,7078.60,-14.4,56.3,-170.9,1009.19,-0.040,0,0
14139,6.04,6.40,7514.18,7436.10,8.1,15.0,-168.6,1009.33,0.140,0,0
14183,8.67,6.40,3973.45,7436.10,14.5,12.9,-167.2,1009.33,0.000,0,0
14228,11.55,8.01,734.99,7436.10,6.4,3.2,-167.0,1009.50,0.170,0,0
14272,9.28,8.01,537.71,7418.77,12.8,3.0,-167.2,1009.33,-0.170,0,0
14317,7.36,8.01,788.19,7333.19,9.7,22.5,-166.9,1009.32,-0.010,0,0
14362,9.52,8.01,271.35,7242.82,2.1,5.6,-167.0,1009.33,0.010,0,0
14406,9.67,8.01,13.50,7500.68,2.8,1.5,-166.9,1009.31,-0.020,0,0
14450,9.86,8.01,15.97,7500.68,1.9,-0.9,-167.0,1009.30,-0.010,0,0
14494,9.71,8.01,16.83,7500.68,1.0,-0.5,-166.9,1009.37,0.070,0,0
14537,9.66,5.50,15.48,7500.68,0.0,-0.2,-167.0,1009.37,0.000,0,0
14579,9.66,4.18,15.06,3959.95,0.0,-0.3,-166.8,1009.30,-0.070,0,0
14623,9.65,4.18,14.29,774.69,0.1,-0.3,-166.9,1009.38,0.080,0,0
14667,9.66,2.49,15.06,774.69,0.1,-0.4,-167.1,1009.37,-0.010,0,0
14711,9.65,2.49,15.45,774.69,0.1,-0.4,-167.0,1009.24,-0.130,0,0
14755,9.66,0.34,15.45,257.86,0.1,-0.3,-167.1,1009.39,0.150,0,0
14798,9.66,0.20,15.06,3.34,0.1,-0.3,-167.0,1009.31,-0.080,0,0
14842,9.66,0.20,15.06,2.54,0.1,-0.3,-167.1,1009.40,0.090,0,0
14885,9.66,0.06,15.06,2.54,0.1,-0.3,-166.9,1009.28,-0.120,0,0
14928,9.66,0.01,15.06,1.19,0.1,-0.3,-167.0,1009.39,0.110,0,0
14971,9.66,0.01,15.06,1.16,0.1,-0.4,-167.1,1009.31,-0.080,0,0
15015,9.87,0.22,114.04,99.75,0.5,-1.8,-166.8,1009.28,-0.030,0,0
15059,11.61,1.95,685.60,670.54,3.6,-0.5,-167.1,1009.47,0.190,0,0
15103,12.52,2.86,1662.57,1647.51,4.0,-0.1,-168.2,1009.41,-0.060,0,0
15148,13.71,4.05,2812.44,2797.38,3.1,-2.9,-169.5,1009.48,0.070,0,0
15192,13.97,4.31,3479.10,3464.04,2.5,-3.9,-170.8,1009.28,-0.200,0,0
15237,12.05,4.31,3157.96,3464.04,-2.3,-11.6,-171.1,1009.38,0.100,0,0
15283,10.11,4.31,2721.16,3464.04,-7.6,-21.8,-171.8,1009.35,-0.030,0,0
15328,8.23,5.74,2095.47,3464.04,-12.1,-35.5,-172.7,1009.40,0.050,0,0
15373,7.58,6.39,2396.66,3464.04,-16.3,-54.8,-173.9,1009.32,-0.080,0,0
15419,7.20,6.77,1881.68,3365.06,-16.0,-70.9,-174.8,1009.32,0.000,1,0
15464,7.79,6.77,1876.56,2793.50,-12.1,-77.9,-175.3,1009.32,0.000,1,0
15509,8.31,6.77,2024.82,1816.53,-11.8,-72.4,-176.2,1009.32,0.000,1,0
15554,8.61,6.77,1401.49,2077.61,-12.0,-63.1,-176.9,1009.16,-0.160,1,0
15600,8.92,6.77,286.46,3192.64,-12.0,-57.2,-176.9,1009.30,0.140,1,0
15645,9.20,4.85,193.24,2964.72,-11.1,-54.1,-176.9,1009.31,0.010,0,1
15691,9.31,2.91,95.40,2625.75,-10.4,-52.3,-177.0,1009.34,0.030,0,0
15736,9.59,2.39,143.26,2301.25,-10.7,-54.7,-177.0,1009.23,-0.110,0,0
15781,9.80,2.60,69.72,2326.93,-10.8,-56.9,-176.8,1009.28,0.050,0,0
15827,9.86,2.66,157.80,1955.10,-11.9,-58.1,-177.0,1009.29,0.010,0,0
15872,9.84,2.07,152.18,1955.10,-10.6,-59.8,-176.9,1009.25,-0.040,0,0
15917,9.73,1.55,115.42,1955.10,-8.9,-61.4,-176.8,1009.38,0.130,0,0
15963,9.62,1.25,139.85,1331.77,-7.9,-62.3,-176.9,1009.36,-0.020,0,0
16008,9.61,0.94,180.78,216.73,-7.4,-61.5,-176.7,1009.36,0.000,0,0
16052,9.62,0.66,377.72,307.99,-8.0,-59.3,-176.7,1009.24,-0.120,0,0
16097,9.76,0.55,1085.84,1016.12,-9.3,-55.7,-176.3,1009.27,0.030,0,0
16142,9.63,0.27,1891.98,1822.25,-9.7,-45.0,-175.3,1009.33,0.060,0,0
16187,8.22,1.64,3600.96,3531.24,-10.5,-35.1,-173.2,1009.35,0.020,0,0
16232,6.08,3.78,4269.05,4153.62,-14.7,-23.2,-171.3,1009.28,-0.070,0,0
16277,3.29,6.56,4735.69,4620.27,-6.7,1.9,-170.5,1009.30,0.020,0,0
16322,1.30,8.46,6147.42,6032.00,-3.5,86.3,-169.2,1009.34,0.040,1,0
16366,3.93,8.46,8540.22,8400.37,0.0,64.5,-171.0,1009.45,0.110,1,0
16411,3.72,8.46,5404.37,8359.44,-6.2,73.5,-171.3,1009.37,-0.080,1,0
16456,2.24,8.46,3809.45,8162.50,-47.8,39.8,-170.1,1009.32,-0.050,2,0
16502,2.31,8.46,4444.93,7454.38,-48.8,29.5,-167.3,1009.37,0.050,2,0
16547,4.56,8.33,2127.51,6648.24,-24.9,5.9,-166.3,1009.34,-0.030,2,0
21738,5.45,6.92,1830.09,6710.13,-3.2,8.5,-167.1,1009.35,0.010,0,2
21782,3.89,4.79,147.82,8392.40,-16.2,10.7,-172.6,1009.28,-0.070,0,0
21828,4.05,4.15,602.18,8392.40,-45.2,-19.1,-172.9,1009.39,0.110,0,0
21873,6.96,5.67,753.75,8392.40,-35.7,-46.1,-173.1,1009.43,0.040,0,0
21919,10.48,8.25,1141.58,8392.40,-37.8,-51.4,-173.2,1009.34,-0.090,0,0
21965,10.98,8.75,1474.25,5256.55,-34.1,-55.0,-173.8,1009.32,-0.020,0,0
22011,10.72,8.75,1877.72,4297.11,-30.7,-58.7,-174.1,1009.33,0.010,0,0
22057,10.14,8.68,1514.43,4297.11,-26.9,-63.0,-175.0,1009.30,-0.030,0,0
22103,9.52,7.09,1052.69,1979.69,-21.7,-68.1,-175.7,1009.34,0.040,0,0
22148,8.98,7.09,728.77,1729.90,-18.6,-68.2,-176.0,1009.31,-0.030,0,0
22194,9.00,7.09,437.56,1729.90,-13.9,-67.9,-176.4,1009.30,-0.010,0,0
22239,9.23,6.94,304.75,1572.96,-12.3,-66.6,-176.4,1009.39,0.090,0,0
22285,9.24,4.02,330.80,1572.96,-10.4,-64.3,-176.5,1009.38,-0.010,0,0
22330,9.34,2.00,356.97,1572.96,-8.4,-66.1,-176.7,1009.40,0.020,0,0
22375,9.23,2.00,103.62,1774.09,-6.8,-66.9,-176.6,1009.26,-0.140,0,0
22420,9.34,1.73,211.71,1774.09,-5.2,-68.3,-176.8,1009.33,0.070,0,0
22465,9.62,1.16,168.69,1410.80,-4.7,-69.3,-176.9,1009.40,0.070,0,0
22510,9.88,0.89,183.75,949.07,-4.6,-70.0,-176.9,1009.37,-0.030,0,0
22555,10.12,1.14,142.47,625.15,-4.3,-69.8,-177.0,1009.34,-0.030,0,0
22601,10.22,1.22,179.49,333.93,-4.4,-68.1,-177.0,1009.26,-0.080,0,0
22646,9.98,0.99,239.61,253.34,-6.4,-62.0,-176.9,1009.23,-0.030,0,0
22691,9.38,0.99,2831.96,2728.33,-11.3,-41.8,-176.4,1009.32,0.090,0,0
22736,7.81,2.41,6018.14,5914.52,-18.7,-9.9,-173.2,1009.25,-0.070,0,0
22781,7.57,2.65,8290.15,8186.53,-18.4,44.4,-169.3,1009.20,-0.050,0,0
22827,5.62,4.61,7990.71,8147.69,-10.8,69.0,-167.9,1009.34,0.140,1,0
22871,11.61,5.99,2440.00,8147.69,0.8,36.3,-165.7,1009.34,0.000,2,0
22916,14.21,8.59,706.61,8147.69,2.1,22.0,-165.8,1009.45,0.110,2,0
22961,14.85,9.24,305.55,8147.69,3.8,6.3,-165.9,1009.42,-0.030,2,0
25332,12.07,9.24,368.98,8110.67,1.3,19.0,-166.0,1009.31,-0.110,0,2
25376,6.81,9.24,395.84,8050.54,-16.6,6.7,-172.1,1009.42,0.110,0,0
25421,5.52,9.34,609.45,7984.60,-38.7,-17.8,-171.9,1009.33,-0.090,0,0
25467,7.03,9.34,985.66,7984.60,-50.4,-38.1,-172.4,1009.45,0.120,0,0
25512,10.04,9.34,848.84,7984.60,-46.9,-43.0,-173.2,1009.44,-0.010,0,0
25558,9.91,9.34,1348.79,7685.16,-42.9,-47.0,-174.2,1009.32,-0.120,0,0
25604,10.51,9.34,2127.52,2134.45,-41.1,-48.9,-174.7,1009.36,0.040,0,0
25650,10.48,9.34,2089.10,1821.97,-49.8,-37.7,-175.9,1009.46,0.100,0,0
25696,10.32,9.34,1234.55,1821.97,-50.7,-30.7,-176.8,1009.34,-0.120,0,0
25742,10.56,6.55,1552.59,1758.53,-48.3,-26.2,-177.4,1009.34,0.000,0,0
25787,10.23,5.04,1253.13,1731.67,-40.9,-18.9,-177.9,1009.31,-0.030,0,0
25832,9.00,5.04,439.85,1687.67,-31.6,-23.6,-177.9,1009.26,-0.050,0,0
25878,8.62,3.53,321.67,1805.85,-26.1,-22.6,-178.2,1009.38,0.120,0,0
25922,8.59,1.97,412.37,1805.85,-24.7,-21.6,-178.4,1009.42,0.040,0,0
25967,8.83,1.97,482.68,1805.85,-24.7,-21.3,-178.5,1009.25,-0.170,0,0
26013,9.17,1.97,666.35,1805.85,-26.6,-23.4,-178.5,1009.32,0.070,0,0
26058,9.52,1.97,495.11,1767.43,-27.7,-27.5,-178.6,1009.36,0.040,0,0
26103,9.74,1.97,494.80,1230.93,-28.4,-30.7,-178.5,1009.34,-0.020,0,0
26148,9.99,1.97,243.52,1309.08,-29.2,-35.1,-178.7,1009.46,0.120,0,0
26193,10.19,1.64,206.15,1046.98,-28.3,-38.2,-178.6,1009.34,-0.120,0,0
26239,10.28,1.69,86.30,580.05,-27.4,-42.0,-178.5,1009.33,-0.010,0,0
26284,10.09,1.69,91.69,580.05,-26.6,-42.0,-178.4,1009.39,0.060,0,0
26329,9.89,1.69,109.40,580.05,-25.5,-42.1,-178.6,1009.31,-0.080,0,0
26374,9.72,1.45,129.49,580.05,-24.7,-41.3,-178.6,1009.47,0.160,0,0
26419,9.68,1.11,84.21,582.14,-25.1,-38.8,-178.6,1009.45,-0.020,0,0
26463,9.88,0.76,58.92,436.19,-25.5,-37.9,-178.4,1009.39,-0.060,0,0
26508,10.62,0.94,696.94,638.02,-27.5,-31.2,-178.3,1009.39,0.000,0,0
26553,10.94,1.26,2336.89,2277.97,-30.3,-13.8,-177.5,1009.30,-0.090,0,0
26598,10.86,1.26,6058.62,5999.70,-32.8,4.2,-176.0,1009.32,0.020,0,0
26643,9.57,1.37,7692.80,7633.88,-30.4,35.7,-172.0,1009.33,0.010,0,0
26689,5.91,5.04,9173.93,9115.01,-12.8,70.5,-169.1,1009.35,0.020,0,0
26734,10.12,5.04,2091.00,9115.01,4.0,24.1,-168.1,1009.24,-0.110,0,0
26779,15.60,9.70,1206.45,9115.01,10.5,7.2,-168.2,1009.42,0.180,0,0
26824,17.12,11.22,279.50,9115.01,10.9,-4.6,-168.3,1009.38,-0.040,0,0
26869,14.06,11.22,416.34,9115.01,5.0,-1.6,-168.2,1009.39,0.010,0,0
26914,12.36,11.22,810.55,8894.44,3.8,-3.4,-167.9,1009.39,0.000,0,0
26958,10.65,11.22,171.58,9002.36,-0.5,-3.2,-167.9,1009.40,0.010,0,0
27003,10.32,11.22,114.63,9059.31,-1.4,-4.7,-167.9,1009.33,-0.070,0,0
27048,10.75,11.22,191.03,9059.31,-0.2,-6.1,-167.9,1009.48,0.150,0,0
27092,10.15,11.22,129.63,9059.31,-1.8,-4.3,-167.9,1009.41,-0.070,0,0
27137,10.08,7.05,91.83,1999.17,-1.1,-5.0,-168.0,1009.38,-0.030,0,0
27182,9.87,7.25,93.33,1114.63,-0.6,-3.9,-168.1,1009.31,-0.070,0,0
27226,9.77,7.36,35.97,774.58,-1.6,-3.7,-168.0,1009.43,0.120,0,0
27270,9.78,4.30,73.25,774.58,-0.5,-4.5,-168.1,1009.38,-0.050,0,0
27314,9.57,2.79,53.04,774.58,-0.2,-3.9,-168.2,1009.40,0.020,0,0
27358,9.79,1.19,77.31,155.07,-0.9,-5.0,-168.2,1009.35,-0.050,0,0
27402,9.63,1.19,138.08,155.07,-1.4,-4.6,-168.3,1009.44,0.090,0,0
27446,9.61,1.19,37.45,155.07,-1.2,-4.9,-168.2,1009.39,-0.050,0,0
27490,9.74,0.58,182.72,146.76,-1.2,-5.4,-168.3,1009.45,0.060,0,0
27534,9.83,0.51,239.53,203.56,-1.7,-5.5,-168.5,1009.41,-0.040,0,0
27578,10.55,0.99,756.21,720.24,-0.5,-7.7,-169.0,1009.34,-0.070,0,0
27622,11.30,1.73,1336.45,1300.48,0.3,-8.6,-169.4,1009.41,0.070,0,0
27667,12.32,2.76,1682.71,1645.27,1.2,-11.2,-169.7,1009.39,-0.020,0,0
27712,12.90,3.33,2717.86,2680.41,0.2,-14.2,-169.9,1009.36,-0.030,0,0
27758,12.18,3.29,3135.82,3098.37,-1.4,-16.7,-170.4,1009.35,-0.010,0,0
27803,11.55,3.29,2833.98,3098.37,-4.1,-22.4,-170.7,1009.39,0.040,0,0
27848,9.85,3.29,2553.20,3098.37,-10.4,-30.5,-171.6,1009.41,0.020,0,0
27893,8.66,4.24,2438.08,2953.10,-15.3,-41.3,-172.1,1009.31,-0.100,0,0
27939,7.91,4.99,2175.13,2896.30,-22.5,-53.4,-173.2,1009.44,0.130,0,0
27984,7.60,5.30,1529.96,2379.62,-29.8,-59.5,-174.1,1009.32,-0.120,0,0
28030,7.90,5.30,1392.24,1799.37,-28.9,-59.4,-175.0,1009.33,0.010,0,0
28076,8.60,5.30,1565.97,1743.58,-27.7,-54.6,-175.5,1009.36,0.030,0,0
28122,8.78,5.30,1056.04,2079.79,-23.8,-52.9,-176.4,1009.39,0.030,0,0
28167,9.04,4.58,587.66,2548.16,-18.9,-52.3,-176.8,1009.31,-0.080,0,0
28213,9.02,3.96,251.04,2582.94,-15.9,-52.2,-176.9,1009.42,0.110,0,0
28258,8.97,2.25,284.87,2302.17,-12.1,-53.5,-177.0,1009.34,-0.080,0,0
28304,9.26,1.67,42.54,2395.54,-9.9,-56.1,-177.0,1009.27,-0.070,0,0
28349,9.34,1.74,123.72,2132.59,-9.1,-59.9,-176.9,1009.46,0.190,0,0
28394,9.64,2.04,114.84,1523.44,-9.1,-63.1,-176.9,1009.30,-0.160,0,0
28439,9.81,1.91,62.70,1523.44,-10.0,-62.4,-176.8,1009.33,0.030,0,0
28484,9.80,1.20,106.49,1523.44,-11.1,-62.9,-176.8,1009.38,0.050,0,0
28529,9.89,1.11,120.03,1013.50,-11.4,-63.3,-177.0,1009.35,-0.030,0,0
28575,9.80,0.92,34.72,552.94,-11.5,-61.2,-176.9,1009.27,-0.080,0,0
28620,9.74,0.92,78.06,250.16,-10.7,-62.6,-176.9,1009.38,0.110,0,0
28665,9.81,0.92,130.91,250.16,-10.4,-62.5,-177.0,1009.38,0.000,0,0
28709,9.76,0.63,123.85,96.19,-10.4,-60.6,-177.1,1009.45,0.070,0,0
28754,9.76,0.55,41.31,96.19,-10.1,-61.8,-177.0,1009.35,-0.100,0,0
28799,9.71,0.25,51.18,96.19,-10.5,-60.1,-177.0,1009.33,-0.020,0,0
28844,9.68,0.21,56.74,96.19,-10.8,-59.9,-177.0,1009.42,0.090,0,0
28889,9.69,0.21,38.03,96.19,-11.3,-60.5,-176.9,1009.39,-0.030,0,0
28934,9.68,0.21,73.12,96.19,-11.5,-59.9,-176.9,1009.38,-0.010,0,0
28979,9.70,0.14,106.55,96.19,-11.4,-60.3,-177.1,1009.44,0.060,0,0
29024,9.69,0.14,78.83,92.88,-11.0,-60.4,-177.0,1009.35,-0.090,0,0
29069,9.67,0.14,103.59,92.88,-10.0,-60.7,-177.0,1009.33,-0.020,0,0
29114,9.70,0.09,59.27,85.83,-10.2,-61.3,-176.9,1009.36,0.030,0,0
29159,9.75,0.09,79.16,68.52,-10.0,-61.7,-176.8,1009.44,0.080,0,0
29204,9.73,0.07,68.36,68.52,-10.0,-62.4,-176.9,1009.44,0.000,0,0
29248,9.77,0.10,18.16,88.39,-10.2,-63.0,-176.7,1009.34,-0.100,0,0
29293,9.76,0.10,33.93,88.39,-9.9,-63.2,-176.8,1009.40,0.060,0,0
29337,9.75,0.10,36.90,88.39,-9.9,-63.2,-176.8,1009.27,-0.130,0,0
29382,9.74,0.10,91.49,88.39,-9.9,-63.1,-176.9,1009.36,0.090,0,0
29426,9.72,0.10,90.47,85.42,-9.7,-63.3,-176.7,1009.36,0.000,0,0
